family,pair_id,model,question_rate,answer_reveal_rate,praise_rate,imperative_rate,first_plural_rate,hedge_rate,explanation_rate,diagnosis_rate,log_tokens
mathdial_bridge,0,deepseek-v4-flash,3.2451912831714407,0.0,0.0,1.3188595785330015,2.4124073199827243,0.0,0.0,0.0,-2.8274952579321266
mathdial_bridge,0,deepseek-v4-pro,-1.6689555170595982,0.0,1.8335271841154526,0.0,0.0,0.0,0.0,0.0,-1.5434784786407256
mathdial_bridge,0,doubao-seed-2.0-lite,1.9471147699028644,0.0,0.5790085844575112,1.2364308548746887,0.0,0.0,0.0,0.0,-1.7939282595725856
mathdial_bridge,0,doubao-seed-2.0-pro,2.3365377238834375,0.0,-0.9650143074291855,0.9956522147148811,-0.5713596284169611,0.0,-0.8809888471752302,-1.8511862746500862,-3.1090522739685427
mathdial_bridge,0,glm-5.2,1.6689555170595982,0.0,0.0,0.5143136749268664,1.2406666217054012,0.0,0.0,0.0,-1.86303233034926
mathdial_bridge,0,minimax-m2.7,5.310313008825995,0.0,3.3336857893008234,3.3720841496582428,0.0,0.0,0.0,0.0,-4.028859064094085
mathdial_bridge,0,minimax-m3,2.7169043300970204,0.0,0.07257900778289775,-0.7892111839625674,0.0,0.0,-1.4245777103259039,0.0,-0.24916708660970177
mathdial_bridge,0,qwen3.5-4b,1.5787417053266466,0.0,-0.9910957751975418,-1.0025115039524504,0.0,0.0,1.8095987131166884,0.0,0.0
mathdial_bridge,0,qwen3.8-27b,2.7815925284326637,0.0,0.9313153951062616,-0.824287236583126,-0.9649629279930898,0.0,3.188340589777023,0.0,-2.1121994169589615
mathdial_bridge,1,deepseek-v4-flash,1.88430461603503,0.0,2.3658415278909066,-1.4546245351466927,-0.8514378776409615,0.0,0.0,0.0,-1.3903074766761234
mathdial_bridge,1,deepseek-v4-pro,2.6551565044129974,-3.0962437048880536,0.0,0.4069756732346157,1.9737878072585928,0.0,0.0,0.0,-0.7608715779381197
mathdial_bridge,1,doubao-seed-2.0-lite,1.8254200967839354,-2.805970857554799,-0.5729772450360789,1.1591539264450208,0.0,0.0,0.0,-2.1982837011469774,-1.9411865191061017
mathdial_bridge,1,doubao-seed-2.0-pro,1.424718124319169,0.0,-0.643342871619457,0.2539524220538514,-0.7618128378892813,0.0,0.0,0.0,-0.9242987361859655
mathdial_bridge,1,glm-5.2,0.24667839145728887,-2.4267856065338798,1.1459544900721579,0.15664242249257057,-1.1736035610726765,0.0,0.0,0.0,-0.4039947938715074
mathdial_bridge,1,minimax-m2.7,1.6225956415857203,0.0,1.0186262133974737,0.0,0.0,0.0,-1.9130043538662138,-4.019718767811616,0.07846011419127952
mathdial_bridge,1,minimax-m3,1.747295812844264,0.0,0.20250645383695748,0.9047055035668455,0.0,0.0,0.0,0.0,-0.7196677731602825
mathdial_bridge,1,qwen3.5-4b,1.4603360774271483,0.0,0.0833421447325205,0.9273231411560167,1.085583293992226,0.0,-1.5217080087572157,-3.1975035653046944,-0.2665751342998216
mathdial_bridge,1,qwen3.8-27b,1.0635500844007242,0.0,1.7462163658242407,-1.0909684013600198,0.0,0.0,0.0,0.0,-1.3295925162563533
mathdial_bridge,10,deepseek-v4-flash,3.0743917419518914,0.0,1.9300286148583714,0.0,0.0,0.0,3.5239553887009207,0.0,-1.9124062263362898
mathdial_bridge,10,deepseek-v4-pro,3.5402086725506625,2.7209414376288956,0.0,-1.7252523556391008,0.0,0.0,-1.5570965671004067,0.0,-0.7383233116243575
mathdial_bridge,10,doubao-seed-2.0-lite,1.2428392148316156,0.0,-0.3144187613281501,0.0,-0.3723181827601157,0.0,-0.999330632616679,0.0,-0.9974162834799365
mathdial_bridge,10,doubao-seed-2.0-pro,1.4977805922329728,0.0,-0.7334108736461811,0.0,-0.8684666351937808,0.0,1.7167987791107049,0.0,-0.6957043276596586
mathdial_bridge,10,glm-5.2,1.3584521650485102,0.0,0.8528033414490478,0.8626261778195504,1.0098449246439312,0.0,-1.3948990080274475,0.0,-0.3082127872757978
mathdial_bridge,10,minimax-m2.7,1.7701043362753313,0.0,0.0,1.1240280498860808,0.0,0.0,-1.5570965671004067,0.0,-0.7383233116243575
mathdial_bridge,10,minimax-m3,2.1241252035303972,0.0,-2.8256955737883165,1.3488336598632968,0.789515122903437,0.0,0.0,0.0,2.675501971396969
mathdial_bridge,10,qwen3.5-4b,1.3275782522064987,0.0,-0.9402703508284374,0.0,0.9868939036292964,0.0,0.0,0.0,0.33728527075310843
mathdial_bridge,10,qwen3.8-27b,2.2466708883494593,0.0,1.410405526242656,0.0,0.0,0.0,-3.188340589777023,0.0,-1.3326211945147073
mathdial_bridge,100,deepseek-v4-flash,1.5787417053266466,-1.7958213488350712,0.0,0.0,0.0,0.0,0.4704956654103387,0.0,-0.8425885762181309
mathdial_bridge,100,deepseek-v4-pro,1.038461210614861,0.0,0.0,1.4837170258496266,0.0,0.0,0.0,0.0,-1.633820829906688
mathdial_bridge,100,doubao-seed-2.0-lite,1.3584521650485102,-1.4482430232540897,-0.33011742249640547,0.0,0.0,0.0,1.5570965671004067,0.0,-1.0278805604360792
mathdial_bridge,100,doubao-seed-2.0-pro,1.8254200967839354,0.0,-1.286685743238914,2.3183078528900416,0.0,0.0,0.0,0.0,-1.6148940258689386
mathdial_bridge,100,glm-5.2,-0.1718042444031937,0.0,0.6111757280384842,-0.10909684013600182,0.0,1.3416180638527087,-1.3128461252023034,-2.7586305269295397,0.45711928357314446
mathdial_bridge,100,minimax-m2.7,2.7815925284326637,0.0,1.7462163658242407,-0.824287236583126,0.0,3.833194468150596,-1.4878922752292776,0.0,-2.1121994169589615
mathdial_bridge,100,minimax-m3,2.0142566585202046,-2.244776686043839,1.264501506286519,1.2790664015945057,0.0,0.0,0.0,0.0,-0.8945208419337299
mathdial_bridge,100,qwen3.5-4b,1.5787417053266466,-1.694171083806671,-0.6918970506096048,0.0,0.0,2.175596860301689,0.0,0.0,-1.0062682689717484
