new_dimension,old_dimension,responses,spearman
instructional_agency,affective_warmth,180,0.056882502774613104
instructional_agency,autonomy_support,180,-0.7600055358583012
instructional_agency,cognitive_load,180,0.26917865896552073
instructional_agency,diagnostic_specificity,180,0.1775920362183514
instructional_agency,elicitation,180,-0.7120350406790986
instructional_agency,epistemic_caution,180,-0.15351715054087714
instructional_agency,help_directness,180,0.7082011490876834
instructional_agency,personalization,180,-0.02230562639041432
next_step_actionability,affective_warmth,180,-0.039900569101097884
next_step_actionability,autonomy_support,180,0.3876725038724969
next_step_actionability,cognitive_load,180,-0.0623694169873856
next_step_actionability,diagnostic_specificity,180,0.152379512928758
next_step_actionability,elicitation,180,0.43035547718282036
next_step_actionability,epistemic_caution,180,0.09199498590217009
next_step_actionability,help_directness,180,-0.29201601926203524
next_step_actionability,personalization,180,0.06982109223103501
relational_communion,affective_warmth,180,0.832512333642264
relational_communion,autonomy_support,180,0.0016478156904536968
relational_communion,cognitive_load,180,-0.1419429869112376
relational_communion,diagnostic_specificity,180,-0.24773121466041442
relational_communion,elicitation,180,-0.05302066511833387
relational_communion,epistemic_caution,180,-0.27352458733122986
relational_communion,help_directness,180,-0.06249924419449678
relational_communion,personalization,180,0.15536416800991898
