event,baseline,source_group,brier,judge_panel
affect_acknowledgement,conditional_profile,active_passive_voice,0.17307973021531894,all_three_soft
affect_acknowledgement,conditional_profile,all_different_constraint,0.18001825216609346,all_three_soft
affect_acknowledgement,conditional_profile,apostrophe_possession,0.14867965165784802,all_three_soft
affect_acknowledgement,conditional_profile,binary_place_value,0.19848106399986382,all_three_soft
affect_acknowledgement,conditional_profile,binary_search_interval,0.13705676534588912,all_three_soft
affect_acknowledgement,conditional_profile,boyles_law,0.11925638576769484,all_three_soft
affect_acknowledgement,conditional_profile,chemical_equation_balance,0.12546958375913075,all_three_soft
affect_acknowledgement,conditional_profile,contrast_connective,0.1858133252606733,all_three_soft
affect_acknowledgement,conditional_profile,direct_speech_punctuation,0.12137049118064003,all_three_soft
affect_acknowledgement,conditional_profile,exclusive_or,0.1043567701960764,all_three_soft
affect_acknowledgement,conditional_profile,exponent_product,0.13846902939574737,all_three_soft
affect_acknowledgement,conditional_profile,factorial_counting,0.10388522866990482,all_three_soft
affect_acknowledgement,conditional_profile,figurative_metaphor,0.1553363513701185,all_three_soft
affect_acknowledgement,conditional_profile,half_life,0.09177280325906552,all_three_soft
affect_acknowledgement,conditional_profile,homophone_selection,0.12715330196427307,all_three_soft
affect_acknowledgement,conditional_profile,kinetic_energy,0.1210017275619655,all_three_soft
affect_acknowledgement,conditional_profile,least_common_multiple,0.195011380032834,all_three_soft
affect_acknowledgement,conditional_profile,loop_accumulation,0.15655608836482776,all_three_soft
affect_acknowledgement,conditional_profile,median,0.20507620218206718,all_three_soft
affect_acknowledgement,conditional_profile,parallel_structure,0.1460808883702755,all_three_soft
affect_acknowledgement,conditional_profile,photosynthesis_inputs,0.20929234494095977,all_three_soft
affect_acknowledgement,conditional_profile,pigeonhole_principle,0.11934955742999909,all_three_soft
affect_acknowledgement,conditional_profile,pressure,0.1285590277649059,all_three_soft
affect_acknowledgement,conditional_profile,pythagorean_length,0.13428929348791724,all_three_soft
affect_acknowledgement,conditional_profile,rectangular_prism_volume,0.1605044676535709,all_three_soft
affect_acknowledgement,conditional_profile,relative_clause_attachment,0.10381003449989593,all_three_soft
affect_acknowledgement,conditional_profile,sampling_frame_bias,0.12065384538690935,all_three_soft
affect_acknowledgement,conditional_profile,signed_integer_addition,0.15229316896520922,all_three_soft
affect_acknowledgement,conditional_profile,triangle_area,0.14413431924769307,all_three_soft
affect_acknowledgement,conditional_profile,trophic_energy_transfer,0.09352624614012207,all_three_soft
affect_acknowledgement,conditional_profile,turning_moment,0.1223867282830571,all_three_soft
affect_acknowledgement,conditional_profile,weighted_graph_path,0.13600852079206968,all_three_soft
affect_acknowledgement,context,active_passive_voice,0.19560754511715475,all_three_soft
affect_acknowledgement,context,all_different_constraint,0.21041359336102983,all_three_soft
affect_acknowledgement,context,apostrophe_possession,0.1636365742573447,all_three_soft
affect_acknowledgement,context,binary_place_value,0.2111395945695041,all_three_soft
affect_acknowledgement,context,binary_search_interval,0.14582937956687952,all_three_soft
affect_acknowledgement,context,boyles_law,0.1669444314239054,all_three_soft
affect_acknowledgement,context,chemical_equation_balance,0.167152049374839,all_three_soft
affect_acknowledgement,context,contrast_connective,0.16444247318758343,all_three_soft
affect_acknowledgement,context,direct_speech_punctuation,0.1521556236561627,all_three_soft
affect_acknowledgement,context,exclusive_or,0.14565013830751755,all_three_soft
affect_acknowledgement,context,exponent_product,0.17411899247233073,all_three_soft
affect_acknowledgement,context,factorial_counting,0.16363479330383576,all_three_soft
affect_acknowledgement,context,figurative_metaphor,0.14080495820252897,all_three_soft
affect_acknowledgement,context,half_life,0.09966526786249272,all_three_soft
affect_acknowledgement,context,homophone_selection,0.16819389377199015,all_three_soft
affect_acknowledgement,context,kinetic_energy,0.15667641039895663,all_three_soft
affect_acknowledgement,context,least_common_multiple,0.23091858650572838,all_three_soft
affect_acknowledgement,context,loop_accumulation,0.19919207235024824,all_three_soft
affect_acknowledgement,context,median,0.21129788191121426,all_three_soft
affect_acknowledgement,context,parallel_structure,0.1911544943341676,all_three_soft
affect_acknowledgement,context,photosynthesis_inputs,0.219820746334555,all_three_soft
affect_acknowledgement,context,pigeonhole_principle,0.17513988836762284,all_three_soft
affect_acknowledgement,context,pressure,0.1635714653974359,all_three_soft
affect_acknowledgement,context,pythagorean_length,0.15242585447127552,all_three_soft
affect_acknowledgement,context,rectangular_prism_volume,0.1807690509751898,all_three_soft
affect_acknowledgement,context,relative_clause_attachment,0.1414676538634617,all_three_soft
affect_acknowledgement,context,sampling_frame_bias,0.14271861062107705,all_three_soft
affect_acknowledgement,context,signed_integer_addition,0.2193974197422039,all_three_soft
affect_acknowledgement,context,triangle_area,0.1873160406151239,all_three_soft
affect_acknowledgement,context,trophic_energy_transfer,0.1253478050066344,all_three_soft
affect_acknowledgement,context,turning_moment,0.1602405170096725,all_three_soft
affect_acknowledgement,context,weighted_graph_path,0.18302359579371594,all_three_soft
affect_acknowledgement,default_profile,active_passive_voice,0.19411556371371247,all_three_soft
affect_acknowledgement,default_profile,all_different_constraint,0.17376424172920302,all_three_soft
affect_acknowledgement,default_profile,apostrophe_possession,0.1399004920291354,all_three_soft
affect_acknowledgement,default_profile,binary_place_value,0.1792008469589233,all_three_soft
affect_acknowledgement,default_profile,binary_search_interval,0.14341405163664292,all_three_soft
affect_acknowledgement,default_profile,boyles_law,0.13815776315393022,all_three_soft
affect_acknowledgement,default_profile,chemical_equation_balance,0.14665114481994782,all_three_soft
affect_acknowledgement,default_profile,contrast_connective,0.1926741475361166,all_three_soft
affect_acknowledgement,default_profile,direct_speech_punctuation,0.1355793623550621,all_three_soft
affect_acknowledgement,default_profile,exclusive_or,0.12469003016749862,all_three_soft
affect_acknowledgement,default_profile,exponent_product,0.1521765511108706,all_three_soft
affect_acknowledgement,default_profile,factorial_counting,0.12695915022740084,all_three_soft
affect_acknowledgement,default_profile,figurative_metaphor,0.13726194531470734,all_three_soft
affect_acknowledgement,default_profile,half_life,0.07792009153189208,all_three_soft
affect_acknowledgement,default_profile,homophone_selection,0.13446893521815356,all_three_soft
affect_acknowledgement,default_profile,kinetic_energy,0.14466551739730865,all_three_soft
affect_acknowledgement,default_profile,least_common_multiple,0.2071890572713313,all_three_soft
affect_acknowledgement,default_profile,loop_accumulation,0.17034295732839116,all_three_soft
affect_acknowledgement,default_profile,median,0.2310760349809903,all_three_soft
affect_acknowledgement,default_profile,parallel_structure,0.16965901288667623,all_three_soft
affect_acknowledgement,default_profile,photosynthesis_inputs,0.20452886748493476,all_three_soft
affect_acknowledgement,default_profile,pigeonhole_principle,0.1537974717687341,all_three_soft
affect_acknowledgement,default_profile,pressure,0.1402085986000015,all_three_soft
affect_acknowledgement,default_profile,pythagorean_length,0.14505804948914836,all_three_soft
affect_acknowledgement,default_profile,rectangular_prism_volume,0.1625052536991761,all_three_soft
