benchmark,task,arm,model,dimension,raw_mean,centered_mean,z_centered_mean,contexts
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,information_structure,3.75,-0.027777777777777752,-0.1022448159540925,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,instructional_agency,3.0833333333333335,0.06944444444444442,0.13600506849818497,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,learner_contingency,3.0,0.027777777777777752,0.07060987881136023,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,relational_communion,2.25,-0.6527777777777778,-1.2341588828623922,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,information_structure,3.75,-0.027777777777777752,-0.10224481595409247,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,instructional_agency,2.75,-0.2638888888888889,-0.5168192602931032,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,learner_contingency,3.0,0.027777777777777752,0.07060987881136022,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,relational_communion,3.3333333333333335,0.4305555555555556,0.8140196886964715,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,information_structure,3.8333333333333335,0.05555555555555558,0.20448963190818525,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,instructional_agency,3.25,0.23611111111111108,0.46241723289382913,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,learner_contingency,3.1666666666666665,0.19444444444444442,0.49426915167952185,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,relational_communion,2.9166666666666665,0.013888888888888914,0.02625869963537007,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,information_structure,3.75,-0.027777777777777752,-0.10224481595409247,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,instructional_agency,2.8333333333333335,-0.18055555555555558,-0.35361317809528114,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,learner_contingency,2.75,-0.22222222222222224,-0.5648790304908823,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,relational_communion,3.1666666666666665,0.2638888888888889,0.4989152930720309,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,information_structure,3.9166666666666665,0.13888888888888892,0.511224079770463,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,instructional_agency,3.0833333333333335,0.06944444444444442,0.136005068498185,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,learner_contingency,2.9166666666666665,-0.05555555555555558,-0.14121975762272063,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,relational_communion,2.8333333333333335,-0.06944444444444442,-0.1312934981768502,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,information_structure,3.6666666666666665,-0.11111111111111109,-0.40897926381637023,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,instructional_agency,3.0833333333333335,0.06944444444444442,0.13600506849818503,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,learner_contingency,3.0,0.027777777777777752,0.07060987881136023,6
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,relational_communion,2.9166666666666665,0.013888888888888914,0.02625869963537007,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,information_structure,3.5833333333333335,0.013888888888888914,0.02540798859826789,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,instructional_agency,3.9166666666666665,0.19444444444444442,0.25355472486334146,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,learner_contingency,3.0,0.05555555555555566,0.16787005172844527,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,relational_communion,2.75,-0.09722222222222217,-0.1396715594104415,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,information_structure,3.8333333333333335,0.2638888888888889,0.4827517833670893,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,instructional_agency,3.25,-0.47222222222222227,-0.6157757603824008,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,learner_contingency,3.0,0.05555555555555566,0.16787005172844527,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,relational_communion,2.75,-0.09722222222222217,-0.1396715594104415,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,information_structure,3.6666666666666665,0.09722222222222225,0.17785592018787502,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,instructional_agency,3.75,0.027777777777777752,0.036222103551905895,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,learner_contingency,3.1666666666666665,0.22222222222222232,0.6714802069137802,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,relational_communion,3.0833333333333335,0.23611111111111116,0.33920235856821535,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,information_structure,3.25,-0.3194444444444444,-0.5843837377601606,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,instructional_agency,3.9166666666666665,0.19444444444444442,0.25355472486334146,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,learner_contingency,2.75,-0.19444444444444434,-0.5875451810495571,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,relational_communion,2.75,-0.09722222222222217,-0.1396715594104416,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,information_structure,3.6666666666666665,0.09722222222222225,0.17785592018787502,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,instructional_agency,4.166666666666667,0.4444444444444444,0.5795536568304948,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,learner_contingency,3.0,0.05555555555555566,0.16787005172844527,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,relational_communion,2.8333333333333335,-0.01388888888888884,-0.01995307991577729,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,qwen3.5-4b,information_structure,3.4166666666666665,-0.15277777777777776,-0.2794878745809463,6
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,qwen3.5-4b,instructional_agency,3.3333333333333335,-0.3888888888888889,-0.5071094497266829,6
